"","id","click","hour","C1","banner_pos","site_id","site_domain","site_category","app_id","app_domain","app_category","device_id","device_ip","device_model","device_type","device_conn_type","C14","C15","C16","C17","C18","C19","C20","C21"
"11",10001966791793526784,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","6f407810","1f0bc64f",1,0,15701,320,50,1722,0,35,-1,79
"12",10002028568167340032,0,14102100,1005,0,"9e8cf15d","0d3cb7be","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","58811cdf","8326c04b",1,2,20596,320,50,2161,0,35,100148,157
"13",10002044883120869376,0,14102100,1005,0,"d6137915","bb1ef334","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","72aab6df","04258293",1,0,19771,320,50,2227,0,687,100077,48
"14",10002518649031436288,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","98fed791","d9b5648e","0f2161f8","a99f214a","6dec2796","aad45b01",1,0,20984,320,50,2371,0,551,-1,46
"15",10003539039235338240,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","a4f47b2e","8a4875bd",1,0,15699,320,50,1722,0,35,100084,79
"16",10003585669470236672,0,14102100,1005,0,"d9750ee7","98572c79","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","9b1fe278","128f4ba1",1,0,17914,320,50,2043,2,39,-1,32
"17",10004105575081230336,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","c26c53cf","be87996b",1,2,15708,320,50,1722,0,35,100084,79
"18",10004181428767727616,0,14102100,1005,1,"0c2fe9d6","27e3c518","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","b7a69808","158e4944",1,0,6558,320,50,571,2,39,-1,32
"19",10004482643316086784,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","66a5f0f3","d9b5648e","cef3e649","a99f214a","fa60af6b","b4b19c97",1,0,21234,320,50,2434,3,163,100088,61
"20",10004510652136497152,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","8a308c73","3223bcfe",1,0,20352,320,50,2333,0,39,-1,157
"21",10004574413841528832,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","1b6530bc","1aa0e912",1,0,15706,320,50,1722,0,35,-1,79
"22",1.0004670021949e+19,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","a2d12b33","607e78f2",1,0,20366,320,50,2333,0,39,-1,157
"23",10004765361151096832,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","c6563308","7fdd04d2",1,0,15701,320,50,1722,0,35,-1,79
"24",10005334911727437824,0,14102100,1010,1,"85f751fd","c4e18dd6","50e219e0","ffc6ffd0","7801e8d9","0f2161f8","fb23c543","69890c7f","9fef9da8",4,0,21665,320,50,2493,3,35,-1,117
"25",10005541670676402176,0,14102100,1005,1,"e151e245","7e091613","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","c62f7206","69f9dd0e",1,0,20984,320,50,2371,0,551,100217,46
"26",10005609489911214080,1,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","54c5d545","2347f47a","0f2161f8","9af87478","2a2bfc89","ecf10acf",1,0,21611,320,50,2480,3,297,100111,61
"27",10005649443863261184,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","50d86760","d787e91b",1,0,20366,320,50,2333,0,39,-1,157
"28",10005951398749599744,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","431b3174","f39b265e",1,0,15706,320,50,1722,0,35,-1,79
"29",10006415976094814208,0,14102100,1005,0,"f84e52b6","d7e2f29b","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","a8649089","e9b8d8d7",1,0,16838,320,50,1882,3,35,-1,13
"30",10006490708516192256,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","a4459495","517bef98",1,0,15708,320,50,1722,0,35,100083,79
"31",10006557235872315392,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","ac77b71a","d787e91b",1,0,15699,320,50,1722,0,35,-1,79
"32",10006629065800243200,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","6769bdb2","d787e91b",1,0,20362,320,50,2333,0,39,-1,157
"33",10006777279679619072,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","d2bb6502","2347f47a","8ded1f7a","4b2309e9","22c2dcf4","d6e0e6ff",1,3,18987,320,50,2158,3,291,100193,61
"34",10006789981076459520,0,14102100,1005,0,"030440fe","08ba7db9","76b2941d","ecad2386","7801e8d9","07d7df22","a99f214a","692824c7","293291c1",1,0,20596,320,50,2161,0,35,-1,157
"35",10007163879183388672,0,14102100,1005,0,"030440fe","08ba7db9","76b2941d","ecad2386","7801e8d9","07d7df22","a99f214a","5035aded","3db9fde9",1,0,18993,320,50,2161,0,35,-1,157
"36",10007197383452514304,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","07f39509","49ea3580",1,0,15704,320,50,1722,0,35,100084,79
"37",10007446479189647360,0,14102100,1005,0,"6ec06dbd","d262cf1e","f66779e6","ecad2386","7801e8d9","07d7df22","a99f214a","3aea6370","6360f9ec",1,0,19870,320,50,2271,0,687,100075,48
"38",10007768440836622336,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","e2a1ca37","2347f47a","8ded1f7a","432cd280","45919d0d","1ccc7835",1,0,15708,320,50,1722,0,35,-1,79
"39",10007830732992706560,0,14102100,1010,1,"85f751fd","c4e18dd6","50e219e0","a607e6a7","7801e8d9","0f2161f8","890abcbb","9f02f646","e8c7729d",4,0,21665,320,50,2493,3,35,-1,117
"40",10007847530896920576,1,14102100,1002,0,"84c7ba46","c4e18dd6","50e219e0","ecad2386","7801e8d9","07d7df22","767a174e","3e805b2a","cf19f7f7",0,0,21661,320,50,2446,3,171,100228,156
"41",1.0007944429977e+19,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","07875ea4","aaffed8f",1,0,15701,320,50,1722,0,35,-1,79
"42",10009147085943363584,0,14102100,1005,1,"e151e245","7e091613","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","905d2fbc","1b13b020",1,0,17037,320,50,1934,2,39,-1,16
"43",10009190848778772480,0,14102100,1005,1,"5ee41ff2","17d996e6","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","fc7f99ee","70359270",1,0,16920,320,50,1899,0,431,-1,117
"44",10009635774586345472,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","37018b2d","24f6b932",1,0,20352,320,50,2333,0,39,-1,157
"45",10009699694430474240,1,14102100,1005,0,"4dd0a958","79cf0c8d","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","f6a5ae09","88fe1d5d",1,0,20366,320,50,2333,0,39,-1,157
"46",10009910814812262400,1,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","a079ef6b","2347f47a","75d80bbe","a99f214a","f8c8df20","be87996b",1,2,18993,320,50,2161,0,35,100131,157
"47",10010452321736390656,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","cede6db1","a0f5f879",1,0,15701,320,50,1722,0,35,100084,79
"48",10010485868773711872,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","1cb5985e","1ccc7835",1,0,15701,320,50,1722,0,35,100084,79
"49",10010504760200486912,0,14102100,1005,1,"5ee41ff2","17d996e6","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","d012a1cb","ecb851b2",1,0,16615,320,50,1863,3,39,100188,23
"50",10010730108771379200,0,14102100,1005,1,"e151e245","7e091613","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","08dd2eb8","cdf6ea96",1,0,20634,320,50,2374,3,39,-1,23
"51",10010804179216291840,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","9a5911ad","1ccc7835",1,0,15704,320,50,1722,0,35,-1,79
"52",1001082718558099328,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","1779deee","2347f47a","f95efa07","a99f214a","5a96d22e","9e3836ff",1,0,18993,320,50,2161,0,35,-1,157
"53",10010924186026106880,0,14102100,1005,0,"030440fe","08ba7db9","76b2941d","ecad2386","7801e8d9","07d7df22","a99f214a","8f6c30bb","744ae245",1,0,18993,320,50,2161,0,35,-1,157
"54",10010966574628106240,1,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","0acbeaa3","45a51db4","f95efa07","a99f214a","061893d4","68b900d9",1,0,20596,320,50,2161,0,35,100034,157
"55",1.001120520076e+19,0,14102100,1005,0,"6256f5b4","28f93029","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","04a1662e","521f95fe",1,0,17212,320,50,1887,3,39,100202,23
"56",1001139595064240128,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","c9758700","76dc4769",1,0,15705,320,50,1722,0,35,-1,79
"57",10011406079394797568,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","9ae68bb9","24f6b932",1,0,20362,320,50,2333,0,39,-1,157
"58",1001156047808171136,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","2801fd97","575d0d2a",1,0,15708,320,50,1722,0,35,100084,79
"59",10011650513707909120,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","febd1138","82e27996","0f2161f8","a99f214a","1ce4451d","99e427c9",1,0,21611,320,50,2480,3,297,100111,61
"60",1.0011658782619e+19,1,14102100,1005,0,"0aab7161","660aeadc","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","0086332e","1f0bc64f",1,0,15699,320,50,1722,0,35,-1,79
"61",10011677979251423232,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","82310cab","f39b265e",1,0,15707,320,50,1722,0,35,-1,79
"62",1001179289293608704,0,14102100,1005,1,"e023ba3e","75f9ddc3","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","f7c9ee04","56f254f5",1,0,17914,320,50,2043,2,39,-1,32
"63",10012212068904345600,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","6769bdb2","d787e91b",1,0,20352,320,50,2333,0,39,-1,157
"64",10012222478217629696,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","3738b922","d787e91b",1,0,15705,320,50,1722,0,35,100084,79
"65",10012820175855462400,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","8acb1161","1f0bc64f",1,0,15707,320,50,1722,0,35,-1,79
"66",10013076841337921536,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","ed326aa2","4ceb2e0b",1,0,15702,320,50,1722,0,35,-1,79
"67",10013222055782901760,0,14102100,1005,0,"5b08c53b","7687a86e","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","09b19f16","7eef184d",1,0,17654,300,250,1994,2,39,-1,33
"68",10013493678511777792,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","39947756","2347f47a","cef3e649","a2cbb1e0","d784a354","9f8d0424",1,2,18993,320,50,2161,0,35,-1,157
"69",1.0013552540914e+19,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","e2fcccd2","5c5a694b","0f2161f8","a99f214a","c21a1e56","89416188",1,0,4687,320,50,423,2,39,100148,32
"70",10013750748974178304,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","8eb51743","a0f5f879",1,0,15703,320,50,1722,0,35,100083,79
"71",1001378691598807808,0,14102100,1002,0,"85f751fd","c4e18dd6","50e219e0","a37bf1e4","7801e8d9","07d7df22","1ab3feec","c45c8256","8debacdb",0,0,21691,320,50,2495,2,167,-1,23
"72",1.0013840276981e+19,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","e2fcccd2","5c5a694b","0f2161f8","a99f214a","07533d06","76dc4769",1,0,4687,320,50,423,2,39,100148,32
"73",10013846047025246208,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","2e93a860","f39b265e",1,0,15702,320,50,1722,0,35,100083,79
"74",10014026899633598464,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","9cdc12cc","711ee120",1,0,15699,320,50,1722,0,35,100084,79
"75",10014063680973162496,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","665810f3","78d9bd10",1,0,15699,320,50,1722,0,35,100083,79
"76",10014190212266332160,1,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","9c13b419","2347f47a","f95efa07","a99f214a","ed9450c2","1f0bc64f",1,0,20633,320,50,2374,3,39,-1,23
"77",10014285064795240448,1,14102100,1002,0,"84c7ba46","c4e18dd6","50e219e0","ecad2386","7801e8d9","07d7df22","c357dbff","06f76b24","373ecbe6",0,0,21682,320,50,2496,3,167,100191,23
"78",10014385711019128832,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","12c3d700","ef726eae",1,0,15704,320,50,1722,0,35,-1,79
"79",1.0014630626523e+19,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","0345a137","3bd9e8e7",1,0,15702,320,50,1722,0,35,100083,79
"80",10014764617325762560,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","4e873691","c6263d8a",1,0,15703,320,50,1722,0,35,-1,79
"81",10014885175555340288,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","27f3fa06","d25693ce",1,0,15705,320,50,1722,0,35,100083,79
"82",10014887683839787008,1,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","e2fcccd2","5c5a694b","0f2161f8","a99f214a","fac78767","84ebbcd4",1,0,4687,320,50,423,2,39,100148,32
"83",10015140740686524416,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","c51f82bc","d9b5648e","0f2161f8","a99f214a","2d227840","9b5ce758",1,0,21611,320,50,2480,3,297,100111,61
"84",10015211672544614400,0,14102100,1005,1,"e151e245","7e091613","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","42606fe6","cb0fb677",1,0,17037,320,50,1934,2,39,-1,16
"85",10015376300289320960,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","03108db9","a0f5f879",1,0,15701,320,50,1722,0,35,100084,79
"86",10015405794859644928,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","0b697be1","1f0bc64f",1,0,15701,320,50,1722,0,35,100084,79
"87",10015629448289660928,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","58db4f0c","6332421a",1,0,15708,320,50,1722,0,35,-1,79
"88",10015745448500295680,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","6b9769f2","4c8aeb60",1,0,15701,320,50,1722,0,35,-1,79
"89",10015857277683849216,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","6a1a8248","a5fbe35d",1,0,20362,320,50,2333,0,39,-1,157
"90",10015944270539845632,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","9cd175b0","ecb851b2",1,0,15701,320,50,1722,0,35,-1,79
"91",10016451205115604992,1,14102100,1005,1,"d9750ee7","98572c79","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","c23e50cb","7594f139",1,0,17212,320,50,1887,3,39,100200,23
"92",10016492574846482432,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","83b564b0","a5bce124",1,0,15704,320,50,1722,0,35,-1,79
"93",10016733002189111296,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","a6df415d","4ea23a13",1,0,15707,320,50,1722,0,35,-1,79
"94",10016873305752158208,0,14102100,1010,1,"85f751fd","c4e18dd6","50e219e0","ffc6ffd0","7801e8d9","0f2161f8","a167aa83","af0dd4ba","158e4944",4,0,21665,320,50,2493,3,35,100050,117
"95",1.0016930469746e+19,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","b79e1ece","711ee120",1,0,15702,320,50,1722,0,35,-1,79
"96",1.0017024728539e+19,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","0acbeaa3","45a51db4","f95efa07","a99f214a","68e496ca","ad0ecb0d",1,2,20596,320,50,2161,0,35,100034,157
"97",10017246106627471360,1,14102100,1005,0,"f9c69707","e16ceb4b","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","8b19fe67","258766e2",1,0,19665,320,50,2253,2,303,-1,52
"98",10017252984492580864,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","4f294eb6","33c9c797",1,0,20352,320,50,2333,0,39,-1,157
"99",10017306529805473792,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","febd1138","82e27996","0f2161f8","a99f214a","4e5378c0","99e427c9",1,0,19743,320,50,2264,3,427,100000,61
"100",1.0017325201003e+19,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","ea9edeb5","a5bce124",1,0,15705,320,50,1722,0,35,-1,79
"101",1.0017356694683e+19,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","1779deee","2347f47a","f95efa07","a99f214a","d3e691e0","aa35da31",1,0,18993,320,50,2161,0,35,-1,157
"102",10017640116993554432,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","8effbe4e","a8d2c4cf",1,0,15707,320,50,1722,0,35,100084,79
"103",10017708095690213376,0,14102100,1005,0,"6256f5b4","28f93029","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","1cb82c25","d787e91b",1,0,16859,320,50,1887,3,39,-1,23
"104",10017726656797106176,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","4a9ed8c4","d787e91b",1,0,20352,320,50,2333,0,39,-1,157
"105",10017756797097746432,0,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","2acd7a51","cdfde03b",1,0,20366,320,50,2333,0,39,-1,157
"106",10017891063419750400,0,14102100,1005,0,"ceea3181","6225315b","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","069aaa56","76dc4769",1,0,15702,320,50,1722,0,35,100084,79
"107",1001795364355496704,0,14102100,1005,1,"b7e9786d","b12b9f85","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","3033c66f","eba9519f",1,0,19771,320,50,2227,0,687,100081,48
"108",1.0017963219732e+19,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","fec9a8a7","8a4875bd",1,0,15704,320,50,1722,0,35,-1,79
"109",1.0017994765842e+19,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","8ce11055","158e4944",1,0,15707,320,50,1722,0,35,-1,79
"110",10018076683759767552,1,14102100,1002,0,"84c7ba46","c4e18dd6","50e219e0","ecad2386","7801e8d9","07d7df22","e62f1261","7b485f88","cf19f7f7",0,0,21300,320,50,2446,3,171,100228,156
"111",10018099580463747072,0,14102100,1005,0,"d6137915","bb1ef334","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","759c83c1","f0512bed",1,0,16920,320,50,1899,0,431,100081,117
"112",10018255614280683520,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","39947756","2347f47a","cef3e649","b45aada4","ceebd3eb","5096d134",1,2,21611,320,50,2480,3,297,100111,61
"113",10018283997673109504,0,14102100,1002,0,"75f43c5a","c4e18dd6","50e219e0","ecad2386","7801e8d9","07d7df22","03cb167d","3414a157","cf6e17c1",0,0,21665,320,50,2493,3,35,-1,117
"114",10018368562703130624,0,14102100,1005,0,"18859862","b5188ae6","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","c6e4451a","4ea23a13",1,0,20596,320,50,2161,0,35,-1,157
"115",10018479281174609920,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","c52e8a62","36d749e5",1,0,15705,320,50,1722,0,35,-1,79
"116",10018930650935226368,0,14102100,1005,1,"5ee41ff2","17d996e6","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","224d24e9","d14c4241",1,0,20596,320,50,2161,0,35,-1,157
"117",10019071520499580928,0,14102100,1005,0,"da79c793","71ed77a0","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","b77acc18","fce66524",1,0,18993,320,50,2161,0,35,-1,157
"118",1001913075702538624,1,14102100,1005,0,"543a539e","c7ca3108","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","a98e3a73","d787e91b",1,0,20352,320,50,2333,0,39,-1,157
"119",10019174283089528832,0,14102100,1005,0,"bb4524e7","d733bbc3","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","60f59ef9","ab145aa1",1,0,9438,320,50,898,3,427,100003,61
"120",10019341288757450752,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","77cea175","8a4875bd",1,0,15707,320,50,1722,0,35,-1,79
"121",1.0019351860082e+19,0,14102100,1005,0,"030440fe","08ba7db9","76b2941d","ecad2386","7801e8d9","07d7df22","a99f214a","1253fc11","ae1b1e3b",1,0,18993,320,50,2161,0,35,-1,157
"122",10019396062291357696,0,14102100,1005,1,"e151e245","7e091613","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","ea1b004b","00b1f3a7",1,0,17264,320,50,1872,3,39,-1,23
"123",10019805607671158784,0,14102100,1002,0,"84c7ba46","c4e18dd6","50e219e0","ecad2386","7801e8d9","07d7df22","8a869341","b5578fdc","cf19f7f7",0,0,21300,320,50,2446,3,171,100228,156
"124",1002011100077878016,0,14102100,1010,1,"85f751fd","c4e18dd6","50e219e0","ffc6ffd0","7801e8d9","0f2161f8","3b4d9b97","80bf40be","f07e20f8",4,0,21665,320,50,2493,3,35,-1,117
"125",10020307723259138048,0,14102100,1005,0,"030440fe","08ba7db9","76b2941d","ecad2386","7801e8d9","07d7df22","a99f214a","7407e2eb","ef726eae",1,0,18993,320,50,2161,0,35,-1,157
"126",10020372821928742912,0,14102100,1005,1,"930c2840","9d3b56b1","3e814130","ecad2386","7801e8d9","07d7df22","a99f214a","e8fc2f9f","900981af",1,2,20596,320,50,2161,0,35,-1,157
"127",10020492815188881408,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","a304f459","d787e91b",1,0,15699,320,50,1722,0,35,-1,79
"128",10020605367282200576,0,14102100,1005,1,"e151e245","7e091613","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","a74e04be","84ebbcd4",1,0,20359,216,36,2333,0,39,-1,157
"129",10020664336520302592,0,14102100,1005,0,"02d5151c","64778742","f028772b","ecad2386","7801e8d9","07d7df22","a99f214a","65cd8410","9e3836ff",1,0,20596,320,50,2161,0,35,100130,157
"130",10020717995127087104,0,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","fc0848fc","36d749e5",1,0,15704,320,50,1722,0,35,-1,79
"131",10020838610941394944,0,14102100,1005,1,"43d6df75","27e3c518","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","aff0d6fe","13472f46",1,0,15708,320,50,1722,0,35,100084,79
"132",10021516630479124480,0,14102100,1005,0,"85f751fd","c4e18dd6","50e219e0","680e6a92","2347f47a","0f2161f8","a99f214a","f9d55cdb","c4cff2ea",1,0,17875,320,50,2036,3,47,-1,156
"133",1.0021697715831e+19,1,14102100,1005,0,"1fbe01fe","f3845767","28905ebd","ecad2386","7801e8d9","07d7df22","a99f214a","829e4720","711ee120",1,0,15708,320,50,1722,0,35,100084,79
